ID_LUOGO,ID_NAZIONE,DENOMINAZIONE,STATO,TIPO_LUOGO,COD_MF,ID_LUOGO_NUOVO,ID_PROVINCIA,COD_ISTAT,CAP,COD_CATASTALE,DT_INIZIO_VALIDITA,DT_FINE_VALIDITA,DT_INSERIMENTO,DT_AGGIORNAMENTO,ID_LUOGO_FONTE,FLAG_CERTIFICATO
14533,100,GAIARINE,0,ITA,D854,14533,26,026031,31522,D854,1900-01-01,4712-12-31,2000-05-12,2000-05-12,14533,N
14597,100,MESTRINO,0,ITA,F161,14597,28,028054,35064,F161,1900-01-01,4712-12-31,2000-05-12,2000-05-12,14597,N
14660,100,CARMIGNANO DI BRENTA,0,ITA,B795,14660,28,028023,35576,B795,1900-01-01,4712-12-31,2000-05-12,2000-05-12,14660,N
14089,100,PALU',0,ITA,G297,14089,23,023056,37809,G297,1900-01-01,4712-12-31,2000-05-12,2000-05-12,14089,N
14090,100,VIDOR,0,ITA,L856,14090,26,026090,31735,L856,1900-01-01,4712-12-31,2000-05-12,2000-05-12,14090,N
14149,100,CEREA,0,ITA,C498,14149,23,023025,37628,C498,1900-01-01,4712-12-31,2000-05-12,2000-05-12,14149,N
1159,100,CREAZZO,0,ITA,D136,1159,24,024036,36514,D136,1900-01-01,4712-12-31,2000-05-12,2000-05-12,1159,N
709,100,SANTORSO,0,ITA,I353,709,24,024095,36229,I353,1900-01-01,4712-12-31,2000-05-12,2000-05-12,709,N
59781,100,VILLANOVA MARCHESANA,0,ITA,L988,59781,29,029051,45333,L988,1900-01-01,4712-12-31,2000-05-12,2000-05-12,59781,N
59846,100,DONADA,1,ITA,D337,59846,29,029020,45508,D337,1938-02-11,1994-12-31,2003-06-04,2003-06-04,59846,N
58438,100,BAGNOLO DI PO,0,ITA,A574,58438,29,029005,45890,A574,1900-01-01,4712-12-31,2000-05-12,2000-05-12,58438,N
58694,100,ROSOLINA,0,ITA,H573,58694,29,029040,45973,H573,1900-01-01,4712-12-31,2000-05-12,2000-05-12,58694,N
14150,100,PONTE DI PIAVE,0,ITA,G846,14150,26,026058,31367,G846,1900-01-01,4712-12-31,2000-05-12,2000-05-12,14150,N
14213,100,FOLLINA,0,ITA,D654,14213,26,026027,31669,D654,1900-01-01,4712-12-31,2000-05-12,2000-05-12,14213,N
14214,100,SANT'ANGELO DI PIOVE DI SACCO,0,ITA,I275,14214,28,028082,35753,I275,1900-01-01,4712-12-31,2000-05-12,2000-05-12,14214,N
14280,100,ANNONE VENETO,0,ITA,A302,14280,27,027001,30565,A302,1900-01-01,4712-12-31,2000-05-12,2000-05-12,14280,N
13573,100,BOARA PISANI,0,ITA,A906,13573,28,028012,35119,A906,1900-01-01,4712-12-31,2000-05-12,2000-05-12,13573,N
13704,100,SORGA',0,ITA,I850,13704,23,023084,37543,I850,1900-01-01,4712-12-31,2000-05-12,2000-05-12,13704,N
13769,100,TREVISO,0,ITA,L407,13769,26,026086,31434,L407,1900-01-01,4712-12-31,2000-05-12,2000-05-12,13769,N
12295,100,OSPITALE DI CADORE,0,ITA,G169,12295,25,025035,32070,G169,1900-01-01,4712-12-31,2000-05-12,2000-05-12,12295,N
12296,100,MASERADA SUL PIAVE,0,ITA,F012,12296,26,026040,31172,F012,1900-01-01,4712-12-31,2000-05-12,2000-05-12,12296,N
-1474,100,LENDINARA,1,ITA,H169,26568,29,,45508,H169,,,,,-1474,N
-1581,100,LENDINARA,1,ITA,H667,26568,29,,45975,H667,,,,,-1581,N
-2063,100,BADIA POLESINE,1,ITA,L918,15494,29,,45443,L918,,,,,-2063,N
-1593,100,BADIA POLESINE,1,ITA,H728,15494,29,,45884,H728,,,,,-1593,N
-664,100,BADIA POLESINE,1,ITA,D176,15494,29,,45658,D176,,,,,-664,N
-262,100,ROVIGO,1,ITA,B290,41669,29,,45415,B290,,,,,-262,N
-204,100,ROVIGO,1,ITA,B060,41669,29,,45370,B060,,,,,-204,N
-605,100,ROVIGO,1,ITA,C942,41669,29,,45296,C942,,,,,-605,N
-1725,100,ROVIGO,1,ITA,I303,41669,29,,45147,I303,,,,,-1725,N
-167,100,ROVIGO,1,ITA,A907,41669,29,,45470,A907,,,,,-167,N
-863,100,ROVIGO,1,ITA,E176,41669,29,,45869,E176,,,,,-863,N
-134,100,ADRIA,1,ITA,A754,6598,29,,45871,A754,,,,,-134,N
12423,100,CITTADELLA,0,ITA,C743,12423,28,028032,35254,C743,1900-01-01,4712-12-31,2000-05-12,2000-05-12,12423,N
12486,100,ABANO TERME,0,ITA,A001,12486,28,028001,35704,A001,1900-01-01,4712-12-31,2025-08-21,2025-08-21,12486,N
7050,100,FOZA,0,ITA,D750,7050,24,024041,36230,D750,1900-01-01,4712-12-31,2000-05-12,2000-05-12,7050,N
7111,100,ASIGLIANO VENETO,0,ITA,A467,7111,24,024010,36868,A467,1900-01-01,4712-12-31,2000-05-12,2000-05-12,7111,N
-1408,100,DONADA,1,ITA,G926,60432,29,,45445,G926,,,,,-1408,N
-2178,100,PORTO VIRO,1,ITA,C967,60432,29,,45671,C967,,,,,-2178,N
-214,100,ADRIA,1,ITA,B095,6598,29,,45966,B095,,,,,-214,N
-1047,100,CASTELMASSA,1,ITA,F036,7688,29,,45455,F036,,,,,-1047,N
7173,100,VESCOVANA,0,ITA,L805,7173,28,028097,35716,L805,1900-01-01,4712-12-31,2000-05-12,2000-05-12,7173,N
7240,100,FOSSALTA DI PORTOGRUARO,0,ITA,D741,7240,27,027016,30765,D741,1900-01-01,4712-12-31,2000-05-12,2000-05-12,7240,N
7300,100,PORTO TOLLE,0,ITA,G923,7300,29,029039,45144,G923,1900-01-01,4712-12-31,2000-05-12,2000-05-12,7300,N
7366,100,SAN PIETRO DI MORUBIO,0,ITA,I105,7366,23,023075,37299,I105,1900-01-01,4712-12-31,2000-05-12,2000-05-12,7366,N
7367,100,VILLA DEL CONTE,0,ITA,L934,7367,28,028101,35097,L934,1900-01-01,4712-12-31,2000-05-12,2000-05-12,7367,N
7368,100,CALTO,0,ITA,B432,7368,29,029008,45384,B432,1900-01-01,4712-12-31,2000-05-12,2000-05-12,7368,N
6598,100,ADRIA,0,ITA,A059,6598,29,029001,45512,A059,1900-01-01,4712-12-31,2000-05-12,2000-05-12,6598,N
6665,100,SALGAREDA,0,ITA,H706,6665,26,026070,31738,H706,1900-01-01,4712-12-31,2000-05-12,2000-05-12,6665,N
6791,100,ARCUGNANO,0,ITA,A377,6791,24,024006,36063,A377,1900-01-01,4712-12-31,2000-05-12,2000-05-12,6791,N
6792,100,PIACENZA D'ADIGE,0,ITA,G534,6792,28,028062,35996,G534,1900-01-01,4712-12-31,2000-05-12,2000-05-12,6792,N
5254,100,CASTELNUOVO DEL GARDA,0,ITA,C225,5254,23,023022,37232,C225,1900-01-01,4712-12-31,2000-05-12,2000-05-12,5254,N
5255,100,PAESE,0,ITA,G229,5255,26,026055,31873,G229,1900-01-01,4712-12-31,2000-05-12,2000-05-12,5255,N
5316,100,CRESPANO DEL GRAPPA,1,ITA,D157,5316,26,026024,31116,D157,1900-01-01,2019-01-30,2000-05-12,2000-05-12,5316,N
6282,100,RONCO ALL'ADIGE,0,ITA,H540,6282,23,023064,37091,H540,1900-01-01,4712-12-31,2000-05-12,2000-05-12,6282,N
6344,100,ERBEZZO,0,ITA,D420,6344,23,023033,37884,D420,1900-01-01,4712-12-31,2000-05-12,2000-05-12,6344,N
6345,100,RESANA,0,ITA,H238,6345,26,026066,31315,H238,1900-01-01,4712-12-31,2000-05-12,2000-05-12,6345,N
6405,100,ISTRANA,0,ITA,E373,6405,26,026035,31906,E373,1900-01-01,4712-12-31,2000-05-12,2000-05-12,6405,N
6531,100,MELARA,0,ITA,F095,6531,29,029032,45907,F095,1900-01-01,4712-12-31,2000-05-12,2000-05-12,6531,N
5895,100,VERONELLA,0,ITA,D193,5895,23,023092,37889,D193,1900-01-01,4712-12-31,2000-05-12,2000-05-12,5895,N
5961,100,ZENSON DI PIAVE,0,ITA,M163,5961,26,026094,31848,M163,1900-01-01,4712-12-31,2000-05-12,2000-05-12,5961,N
6022,100,CONCAMARISE,0,ITA,C943,6022,23,023029,37669,C943,1900-01-01,4712-12-31,2000-05-12,2000-05-12,6022,N
8774,100,FRASSINELLE POLESINE,0,ITA,D776,8774,29,029023,45052,D776,1900-01-01,4712-12-31,2000-05-12,2000-05-12,8774,N
8841,100,SANDRIGO,0,ITA,H829,8841,24,024091,36040,H829,1900-01-01,4712-12-31,2000-05-12,2000-05-12,8841,N
8903,100,MOLVENA,1,ITA,F306,8903,24,024059,36594,F306,1900-01-01,2019-02-20,2000-05-12,2000-05-12,8903,N
8965,100,CASTELGOMBERTO,0,ITA,C119,8965,24,024028,36281,C119,1900-01-01,4712-12-31,2000-05-12,2000-05-12,8965,N
9027,100,ALANO DI PIAVE,1,ITA,A121,9027,25,025002,32242,A121,1900-01-01,2024-01-21,2000-05-12,2000-05-12,9027,N
9797,100,CASTELLAVAZZO,1,ITA,C146,9797,25,025009,32847,C146,1900-01-01,2014-02-21,2000-05-12,2000-05-12,9797,N
9225,100,MONTE DI MALO,0,ITA,F486,9225,24,024063,36041,F486,1900-01-01,4712-12-31,2000-05-12,2000-05-12,9225,N
9286,100,COGOLLO DEL CENGIO,0,ITA,C824,9286,24,024032,36617,C824,1900-01-01,4712-12-31,2000-05-12,2000-05-12,9286,N
5579,100,TREVENZUOLO,0,ITA,L396,5579,23,023088,37510,L396,1900-01-01,4712-12-31,2000-05-12,2000-05-12,5579,N
5704,100,MEGLIADINO SAN FIDENZIO,1,ITA,F091,5704,28,028051,35860,F091,1900-01-01,2018-02-16,2000-05-12,2000-05-12,5704,N
5764,100,CAMPO SAN MARTINO,0,ITA,B564,5764,28,028020,35815,B564,1900-01-01,4712-12-31,2000-05-12,2000-05-12,5764,N
5192,100,NOGARA,0,ITA,F918,5192,23,023053,37895,F918,1900-01-01,4712-12-31,2000-05-12,2000-05-12,5192,N
13001,100,MALCESINE,0,ITA,E848,13001,23,023045,37262,E848,1900-01-01,4712-12-31,2000-05-12,2000-05-12,13001,N
4878,100,SUSEGANA,0,ITA,L014,4878,26,026083,31384,L014,1900-01-01,4712-12-31,2000-05-12,2000-05-12,4878,N
60037,100,CARTIGLIANO,0,ITA,B844,60037,24,024025,36355,B844,1900-01-01,4712-12-31,2000-05-12,2000-05-12,60037,N
59591,100,RECOARO TERME,0,ITA,H214,59591,24,024084,36062,H214,1900-01-01,4712-12-31,2000-05-12,2000-05-12,59591,N
6406,100,TEGLIO VENETO,0,ITA,L085,6406,27,027040,30650,L085,1900-01-01,4712-12-31,2000-05-12,2000-05-12,6406,N
6407,100,TERRASSA PADOVANA,0,ITA,L132,6407,28,028090,35565,L132,1900-01-01,4712-12-31,2000-05-12,2000-05-12,6407,N
6470,100,NOVENTA PADOVANA,0,ITA,F962,6470,28,028058,35670,F962,1900-01-01,4712-12-31,2000-05-12,2000-05-12,6470,N
6530,100,CASALE DI SCODOSIA,0,ITA,B877,6530,28,028027,35780,B877,1900-01-01,4712-12-31,2000-05-12,2000-05-12,6530,N
4933,100,CAPRINO VERONESE,0,ITA,B709,4933,23,023018,37156,B709,1900-01-01,4712-12-31,2000-05-12,2000-05-12,4933,N
2757,100,VILLAGA,0,ITA,L952,2757,24,024117,36739,L952,1900-01-01,4712-12-31,2000-05-12,2000-05-12,2757,N
2183,100,PIOVENE ROCCHETTE,0,ITA,G694,2183,24,024078,36809,G694,1900-01-01,4712-12-31,2000-05-12,2000-05-12,2183,N
2245,100,SAPPADA,1,ITA,I421,2245,25,025052,32653,I421,1900-01-01,2017-12-31,2000-05-12,2000-05-12,2245,N
2310,100,FELTRE,0,ITA,D530,2310,25,025021,32084,D530,1900-01-01,4712-12-31,2000-05-12,2000-05-12,2310,N
7814,100,ISOLA VICENTINA,0,ITA,E354,7814,24,024048,36415,E354,1900-01-01,4712-12-31,2000-05-12,2000-05-12,7814,N
7878,100,BROGLIANO,0,ITA,B196,7878,24,024017,36164,B196,1900-01-01,4712-12-31,2000-05-12,2000-05-12,7878,N
60673,100,BARBARANO MOSSANO,0,ITA,M401,60673,24,024124,36822,M401,2018-02-17,4712-12-31,,,60673,N
60674,100,BORGO VENETO,0,ITA,M402,60674,28,028107,35322,M402,2018-02-17,4712-12-31,,,60674,N
60490,100,SAN STINO DI LIVENZA,0,ITA,I373,60490,27,027036,30475,I373,2013-04-17,4712-12-31,,,60490,N
60491,100,SAN PIETRO IN GU,0,ITA,I107,60491,28,028078,35205,I107,2012-07-05,4712-12-31,,,60491,N
60519,100,VAL LIONA,0,ITA,M384,60519,24,024123,36352,M384,2017-03-22,4712-12-31,,,60519,N
60713,100,BORGO VALBELLUNA,0,ITA,M421,60713,25,025074,32466,M421,2019-01-30,4712-12-31,,,60713,N
60714,100,PIEVE DEL GRAPPA,0,ITA,M422,60714,26,026096,31951,M422,2019-01-30,4712-12-31,,,60714,N
60715,100,VALBRENTA,0,ITA,M423,60715,24,024125,36360,M423,2019-01-30,4712-12-31,,,60715,N
60716,100,NEGRAR DI VALPOLICELLA,0,ITA,F861,60716,23,023052,37636,F861,2019-02-23,4712-12-31,2019-02-19,2019-02-19,60716,N
60719,100,COLCERESA,0,ITA,M426,60719,24,024126,36743,M426,2019-02-20,4712-12-31,,,60719,N
60720,100,LUSIANA CONCO,0,ITA,M427,60720,24,024127,36539,M427,2019-02-20,4712-12-31,,,60720,N
60873,100,GRISOLERA,1,ITA,D415,60873,27,027506,30836,D415,1900-01-01,1951-01-24,2026-02-23,2026-02-23,60873,N
60884,100,SETTEVILLE,0,ITA,M437,60884,25,025075,32790,M437,2024-01-22,4712-12-31,,,60884,N
60887,100,SOVIZZO,0,ITA,M436,60887,24,024128,36671,M436,2024-01-22,4712-12-31,,,60887,N
60890,100,SANTA CATERINA D'ESTE,0,ITA,M438,60890,28,028108,35878,M438,2024-01-22,4712-12-31,,,60890,N
60896,100,TRETTO,1,ITA,L394,60896,24,024109,36942,L394,1900-01-01,1969-06-24,2000-05-12,2000-05-12,60896,N
60901,100,CASTEGNERO NANTO,0,ITA,M439,60901,24,024129,36258,M439,2026-02-21,4712-12-31,2026-03-24,2026-03-24,60901,N
-782,100,VALDASTICO,1,ITA,D721,27910,24,,36783,D721,,,,,-782,N
-1228,100,VALDAGNO,1,ITA,F946,44933,24,,36672,F946,,,,,-1228,N
-1950,100,SCHIO,1,ITA,L394,43844,24,,36204,L394,,,,,-1950,N
-1010,100,SCHIO,1,ITA,E828,43844,24,,36807,E828,,,,,-1010,N
-1996,100,MAROSTICA,1,ITA,L630,42951,24,,36550,L630,,,,,-1996,N
-666,100,MAROSTICA,1,ITA,D183,42951,24,,36857,D183,,,,,-666,N
-1948,100,ROANA,1,ITA,L387,42567,24,,36489,L387,,,,,-1948,N
-401,100,PEDEMONTE,1,ITA,B992,36230,24,,36431,B992,,,,,-401,N
-2001,100,BASSANO DEL GRAPPA,1,ITA,L646,33032,24,,36974,L646,,,,,-2001,N
-8,100,ALTRI COMUNI,1,ITA,XXXX,-1,25,,32917,XXXX,,,,,-8,N
-3,100,ALTRI COMUNI,1,ITA,XXXX,-1,28,,35780,XXXX,,,,,-3,N
-2,100,ALTRI COMUNI,1,ITA,XXXX,-1,27,,30367,XXXX,,,,,-2,N
-4,100,ALTRI COMUNI,1,ITA,XXXX,-1,24,,36758,XXXX,,,,,-4,N
-5,100,ALTRI COMUNI,1,ITA,XXXX,-1,23,,37910,XXXX,,,,,-5,N
-6,100,ALTRI COMUNI,1,ITA,XXXX,-1,29,,45531,XXXX,,,,,-6,N
-7,100,ALTRI COMUNI,1,ITA,XXXX,-1,26,,31687,XXXX,,,,,-7,N
-1,100,FUORI VENETO,1,ITA,XXXX,-1,999,,39364,XXXX,,,,,-1,N
1160,100,PUOS D'ALPAGO,1,ITA,H092,1160,25,025041,32066,H092,1900-01-01,2016-11-15,2000-05-12,2000-05-12,1160,N
518,100,SANTA MARIA DI SALA,0,ITA,I242,518,27,027035,30666,I242,1900-01-01,4712-12-31,2000-05-12,2000-05-12,518,N
647,100,GIACCIANO CON BARUCHELLA,0,ITA,E008,647,29,029027,45938,E008,1900-01-01,4712-12-31,2000-05-12,2000-05-12,647,N
59977,100,MARANO VICENTINO,0,ITA,E912,59977,24,024056,36144,E912,1900-01-01,4712-12-31,2000-05-12,2000-05-12,59977,N
59465,100,TRECENTA,0,ITA,L359,59465,29,029047,45792,L359,1900-01-01,4712-12-31,2000-05-12,2000-05-12,59465,N
50117,100,VIGHIZZOLO D'ESTE,1,ITA,L878,50117,28,028098,35400,L878,1900-01-01,2024-01-21,2000-05-12,2000-05-12,50117,N
49414,100,CONA,0,ITA,C938,49414,27,027010,30558,C938,1900-01-01,4712-12-31,2000-05-12,2000-05-12,49414,N
49415,100,OSPEDALETTO EUGANEO,0,ITA,G167,49415,28,028059,35542,G167,1900-01-01,4712-12-31,2000-05-12,2000-05-12,49415,N
49474,100,CASALSERUGO,0,ITA,B912,49474,28,028028,35980,B912,1900-01-01,4712-12-31,2000-05-12,2000-05-12,49474,N
49475,100,OCCHIOBELLO,0,ITA,F994,49475,29,029033,45969,F994,1900-01-01,4712-12-31,2000-05-12,2000-05-12,49475,N
49542,100,ARIANO NEL POLESINE,0,ITA,A400,49542,29,029002,45906,A400,1900-01-01,4712-12-31,2000-05-12,2000-05-12,49542,N
49608,100,SAN BIAGIO DI CALLALTA,0,ITA,H781,49608,26,026071,31496,H781,1900-01-01,4712-12-31,2000-05-12,2000-05-12,49608,N
49733,100,ARSIERO,0,ITA,A444,49733,24,024007,36820,A444,1900-01-01,4712-12-31,2000-05-12,2000-05-12,49733,N
49734,100,PIAZZOLA SUL BRENTA,0,ITA,G587,49734,28,028063,35782,G587,1900-01-01,4712-12-31,2000-05-12,2000-05-12,49734,N
49028,100,SOLESINO,0,ITA,I799,49028,28,028087,35815,I799,1900-01-01,4712-12-31,2000-05-12,2000-05-12,49028,N
49098,100,CAVARZERE,0,ITA,C383,49098,27,027006,30735,C383,1900-01-01,4712-12-31,2000-05-12,2000-05-12,49098,N
49226,100,ROVERCHIARA,0,ITA,H606,49226,23,023065,37542,H606,1900-01-01,4712-12-31,2000-05-12,2000-05-12,49226,N
49288,100,FERRARA DI MONTE BALDO,0,ITA,D549,49288,23,023034,37119,D549,1900-01-01,4712-12-31,2000-05-12,2000-05-12,49288,N
49289,100,REVINE LAGO,0,ITA,H253,49289,26,026067,31172,H253,1900-01-01,4712-12-31,2000-05-12,2000-05-12,49289,N
48838,100,VESTENANOVA,0,ITA,L810,48838,23,023093,37600,L810,1900-01-01,4712-12-31,2000-05-12,2000-05-12,48838,N
48905,100,ZERO BRANCO,0,ITA,M171,48905,26,026095,31656,M171,1900-01-01,4712-12-31,2000-05-12,2000-05-12,48905,N
48260,100,CROCETTA DEL MONTELLO,0,ITA,C670,48260,26,026025,31006,C670,1900-01-01,4712-12-31,2000-05-12,2000-05-12,48260,N
9414,100,SPINEA,0,ITA,I908,9414,27,027038,30183,I908,1900-01-01,4712-12-31,2000-05-12,2000-05-12,9414,N
60297,100,MONTEBELLO VICENTINO,0,ITA,F442,60297,24,024060,36518,F442,1900-01-01,4712-12-31,2000-05-12,2000-05-12,60297,N
1096,100,MONTICELLO CONTE OTTO,0,ITA,F675,1096,24,024067,36742,F675,1900-01-01,4712-12-31,2000-05-12,2000-05-12,1096,N
58503,100,SAN POLO DI PIAVE,0,ITA,I124,58503,26,026074,31177,I124,1900-01-01,4712-12-31,2000-05-12,2000-05-12,58503,N
51971,100,ALLEGHE,0,ITA,A206,51971,25,025003,32812,A206,1900-01-01,4712-12-31,2000-05-12,2000-05-12,51971,N
52168,100,MONTEGALDA,0,ITA,F514,52168,24,024064,36719,F514,1900-01-01,4712-12-31,2000-05-12,2000-05-12,52168,N
52229,100,CONCO,1,ITA,C949,52229,24,024033,36013,C949,1900-01-01,2019-02-20,2000-05-12,2000-05-12,52229,N
52358,100,STRA,0,ITA,I965,52358,27,027039,30936,I965,1900-01-01,4712-12-31,2000-05-12,2000-05-12,52358,N
51588,100,SALZANO,1,ITA,H735,51588,27,027032,30237,H735,1900-01-01,2005-11-17,2005-11-18,2005-11-18,51588,N
51718,100,FRATTA POLESINE,0,ITA,D788,51718,29,029024,45209,D788,1900-01-01,4712-12-31,2000-05-12,2000-05-12,51718,N
51784,100,SAN GERMANO DEI BERICI,1,ITA,H863,51784,24,024092,36487,H863,1900-01-01,2017-03-21,2017-05-17,2017-05-17,51784,N
55367,100,CODEVIGO,0,ITA,C812,55367,28,028033,35574,C812,1900-01-01,4712-12-31,2000-05-12,2000-05-12,55367,N
55430,100,AGNA,0,ITA,A075,55430,28,028002,35077,A075,1900-01-01,4712-12-31,2000-05-12,2000-05-12,55430,N
54918,100,ARCOLE,0,ITA,A374,54918,23,023004,37293,A374,1900-01-01,4712-12-31,2000-05-12,2000-05-12,54918,N
54981,100,CAERANO DI SAN MARCO,0,ITA,B349,54981,26,026006,31157,B349,1900-01-01,4712-12-31,2000-05-12,2000-05-12,54981,N
54408,100,TAMBRE,0,ITA,L040,54408,25,025060,32999,L040,1900-01-01,4712-12-31,2000-05-12,2000-05-12,54408,N
52999,100,SAN GREGORIO NELLE ALPI,0,ITA,H938,52999,25,025045,32469,H938,1900-01-01,4712-12-31,2000-05-12,2000-05-12,52999,N
53060,100,COLLE SANTA LUCIA,0,ITA,C872,53060,25,025014,32506,C872,1900-01-01,4712-12-31,2000-05-12,2000-05-12,53060,N
52488,100,SAN GIORGIO DELLE PERTICHE,0,ITA,H893,52488,28,028075,35978,H893,1900-01-01,4712-12-31,2000-05-12,2000-05-12,52488,N
52548,100,SCHIAVON,0,ITA,I527,52548,24,024099,36177,I527,1900-01-01,4712-12-31,2000-05-12,2000-05-12,52548,N
54150,100,GOSALDO,0,ITA,E113,54150,25,025025,32001,E113,1900-01-01,4712-12-31,2000-05-12,2000-05-12,54150,N
50185,100,FOSSO',0,ITA,D748,50185,27,027017,30656,D748,1900-01-01,4712-12-31,2000-05-12,2000-05-12,50185,N
50311,100,SAN PIETRO IN CARIANO,0,ITA,I109,50311,23,023076,37172,I109,1900-01-01,4712-12-31,2000-05-12,2000-05-12,50311,N
50312,100,VILLA ESTENSE,0,ITA,L937,50312,28,028102,35477,L937,1900-01-01,4712-12-31,2000-05-12,2000-05-12,50312,N
50313,100,CANARO,0,ITA,B578,50313,29,029009,45673,B578,1900-01-01,4712-12-31,2000-05-12,2000-05-12,50313,N
50374,100,SARMEDE,0,ITA,I435,50374,26,026078,31530,I435,1900-01-01,4712-12-31,2000-05-12,2000-05-12,50374,N
50500,100,MARTELLAGO,0,ITA,E980,50500,27,027021,30332,E980,1900-01-01,4712-12-31,2000-05-12,2000-05-12,50500,N
50565,100,SAN MARTINO DI VENEZZE,0,ITA,H996,50565,29,029044,45460,H996,1900-01-01,4712-12-31,2000-05-12,2000-05-12,50565,N
50631,100,CASTELNOVO BARIANO,0,ITA,C215,50631,29,029013,45308,C215,1900-01-01,4712-12-31,2000-05-12,2000-05-12,50631,N
49994,100,GALLIO,0,ITA,D882,49994,24,024042,36161,D882,1900-01-01,4712-12-31,2000-05-12,2000-05-12,49994,N
50055,100,BARBARANO VICENTINO,1,ITA,A627,50055,24,024011,36881,A627,1900-01-01,2018-02-16,2000-05-12,2000-05-12,50055,N
57224,100,CAMPAGNA LUPIA,0,ITA,B493,57224,27,027002,30121,B493,1900-01-01,4712-12-31,2000-05-12,2000-05-12,57224,N
57350,100,PRESSANA,0,ITA,H048,57350,23,023061,37762,H048,1900-01-01,4712-12-31,2000-05-12,2000-05-12,57350,N
57418,100,COSTERMANO SUL GARDA,0,ITA,D118,57418,23,023030,37615,D118,1900-01-01,4712-12-31,2017-06-22,2017-06-22,57418,N
57419,100,PREGANZIOL,0,ITA,H022,57419,26,026063,31535,H022,1900-01-01,4712-12-31,2000-05-12,2000-05-12,57419,N
52740,100,SOVIZZO,1,ITA,I879,52740,24,024103,36131,I879,1900-01-01,2024-01-21,2000-05-12,2000-05-12,52740,N
49350,100,LORIA,0,ITA,E692,49350,26,026036,31569,E692,1900-01-01,4712-12-31,2000-05-12,2000-05-12,49350,N
49351,100,TORRE DI MOSTO,0,ITA,L267,49351,27,027041,30396,L267,1900-01-01,4712-12-31,2000-05-12,2000-05-12,49351,N
49352,100,TOMBOLO,0,ITA,L199,49352,28,028091,35508,L199,1900-01-01,4712-12-31,2000-05-12,2000-05-12,49352,N
48648,100,MEGLIADINO SAN VITALE,0,ITA,F092,48648,28,028052,35578,F092,1900-01-01,4712-12-31,2000-05-12,2000-05-12,48648,N
48708,100,CANDIANA,0,ITA,B589,48708,28,028021,35688,B589,1900-01-01,4712-12-31,2000-05-12,2000-05-12,48708,N
44933,100,VALDAGNO,0,ITA,L551,44933,24,024111,36808,L551,1900-01-01,4712-12-31,2000-05-12,2000-05-12,44933,N
12036,100,BREDA DI PIAVE,0,ITA,B128,12036,26,026005,31911,B128,1900-01-01,4712-12-31,2000-05-12,2000-05-12,12036,N
8326,100,NOVENTA DI PIAVE,0,ITA,F963,8326,27,027027,30159,F963,1900-01-01,4712-12-31,2000-05-12,2000-05-12,8326,N
8455,100,CRESPINO,0,ITA,D161,8455,29,029019,45386,D161,1900-01-01,4712-12-31,2000-05-12,2000-05-12,8455,N
8518,100,ROSA',0,ITA,H556,8518,24,024087,36387,H556,1900-01-01,4712-12-31,2000-05-12,2000-05-12,8518,N
8644,100,QUARTO D'ALTINO,0,ITA,H117,8644,27,027031,30189,H117,1900-01-01,4712-12-31,2000-05-12,2000-05-12,8644,N
6084,100,SELVAZZANO DENTRO,0,ITA,I595,6084,28,028086,35116,I595,1900-01-01,4712-12-31,2000-05-12,2000-05-12,6084,N
6153,100,CAORLE,0,ITA,B642,6153,27,027005,30979,B642,1900-01-01,4712-12-31,2000-05-12,2000-05-12,6153,N
5444,100,CADONEGHE,0,ITA,B345,5444,28,028016,35244,B345,1900-01-01,4712-12-31,2000-05-12,2000-05-12,5444,N
10886,100,VALLI DEL PASUBIO,0,ITA,L624,10886,24,024113,36245,L624,1900-01-01,4712-12-31,2000-05-12,2000-05-12,10886,N
10055,100,ENEGO,0,ITA,D407,10055,24,024039,36990,D407,1900-01-01,4712-12-31,2000-05-12,2000-05-12,10055,N
10056,100,ROCCA PIETORE,0,ITA,H379,10056,25,025044,32053,H379,1900-01-01,4712-12-31,2000-05-12,2000-05-12,10056,N
10115,100,CIBIANA DI CADORE,0,ITA,C672,10115,25,025013,32748,C672,1900-01-01,4712-12-31,2000-05-12,2000-05-12,10115,N
10311,100,NOVENTA VICENTINA,0,ITA,F964,10311,24,024074,36891,F964,1900-01-01,4712-12-31,2000-05-12,2000-05-12,10311,N
9543,100,SALETTO,1,ITA,H705,9543,28,028074,35069,H705,1900-01-01,2018-02-16,2000-05-12,2000-05-12,9543,N
9604,100,SAREGO,0,ITA,I430,9604,24,024098,36310,I430,1900-01-01,4712-12-31,2000-05-12,2000-05-12,9604,N
9796,100,SOSSANO,0,ITA,I867,9796,24,024102,36734,I867,1900-01-01,4712-12-31,2000-05-12,2000-05-12,9796,N
13061,100,BRENZONE,1,ITA,B154,13061,23,023014,37343,B154,1900-01-01,2014-02-21,2000-05-12,2000-05-12,13061,N
13062,100,MORGANO,0,ITA,F725,13062,26,026047,31789,F725,1900-01-01,4712-12-31,2000-05-12,2000-05-12,13062,N
8137,100,LONIGO,0,ITA,E682,8137,24,024052,36583,E682,1900-01-01,4712-12-31,2000-05-12,2000-05-12,8137,N
8200,100,CAMISANO VICENTINO,0,ITA,B485,8200,24,024021,36122,B485,1900-01-01,4712-12-31,2000-05-12,2000-05-12,8200,N
