c_id_comune,c_cod_sigla_provincia,c_cod_istat_comune,c_cod_mf_comune,c_de_comune,c_vl_inizio,c_vl_fine,c_dt_agg,c_fk_provincia,c_de_provincia,fk_comune,num_ordinamento
60901,VI,024129,M439,CASTEGNERO NANTO,2026-02-21,4712-12-31,2026-03-24,58123,VICENZA,60901,1
-782,VI,,D721,VALDASTICO,,,,58123,VICENZA,27910,1
-1228,VI,,F946,VALDAGNO,,,,58123,VICENZA,44933,1
-1950,VI,,L394,SCHIO,,,,58123,VICENZA,43844,1
-1010,VI,,E828,SCHIO,,,,58123,VICENZA,43844,1
-1996,VI,,L630,MAROSTICA,,,,58123,VICENZA,42951,1
-666,VI,,D183,MAROSTICA,,,,58123,VICENZA,42951,1
-1948,VI,,L387,ROANA,,,,58123,VICENZA,42567,1
-401,VI,,B992,PEDEMONTE,,,,58123,VICENZA,36230,1
-2001,VI,,L646,BASSANO DEL GRAPPA,,,,58123,VICENZA,33032,1
-8,BL,,XXXX,ALTRI COMUNI,,,,41099,BELLUNO,-1,1
-3,PD,,XXXX,ALTRI COMUNI,,,,49995,PADOVA,-1,1
-2,VE,,XXXX,ALTRI COMUNI,,,,7051,VENEZIA,-1,1
-4,VI,,XXXX,ALTRI COMUNI,,,,58123,VICENZA,-1,1
-5,VR,,XXXX,ALTRI COMUNI,,,,15178,VERONA,-1,1
-6,RO,,XXXX,ALTRI COMUNI,,,,32970,ROVIGO,-1,1
-7,TV,,XXXX,ALTRI COMUNI,,,,24075,TREVISO,-1,1
-1,XX,,XXXX,FUORI VENETO,,,,-1,ALTRE,-1,2
1160,BL,025041,H092,PUOS D'ALPAGO,1900-01-01,2016-11-15,2000-05-12,41099,BELLUNO,1160,1
518,VE,027035,I242,SANTA MARIA DI SALA,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,518,1
647,RO,029027,E008,GIACCIANO CON BARUCHELLA,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,647,1
59977,VI,024056,E912,MARANO VICENTINO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,59977,1
59465,RO,029047,L359,TRECENTA,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,59465,1
50117,PD,028098,L878,VIGHIZZOLO D'ESTE,1900-01-01,2024-01-21,2000-05-12,49995,PADOVA,50117,1
49414,VE,027010,C938,CONA,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,49414,1
49415,PD,028059,G167,OSPEDALETTO EUGANEO,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,49415,1
49474,PD,028028,B912,CASALSERUGO,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,49474,1
49475,RO,029033,F994,OCCHIOBELLO,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,49475,1
49542,RO,029002,A400,ARIANO NEL POLESINE,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,49542,1
49608,TV,026071,H781,SAN BIAGIO DI CALLALTA,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,49608,1
49733,VI,024007,A444,ARSIERO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,49733,1
49734,PD,028063,G587,PIAZZOLA SUL BRENTA,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,49734,1
49028,PD,028087,I799,SOLESINO,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,49028,1
49098,VE,027006,C383,CAVARZERE,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,49098,1
49226,VR,023065,H606,ROVERCHIARA,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,49226,1
49288,VR,023034,D549,FERRARA DI MONTE BALDO,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,49288,1
49289,TV,026067,H253,REVINE LAGO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,49289,1
48838,VR,023093,L810,VESTENANOVA,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,48838,1
48905,TV,026095,M171,ZERO BRANCO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,48905,1
48260,TV,026025,C670,CROCETTA DEL MONTELLO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,48260,1
9414,VE,027038,I908,SPINEA,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,9414,1
60297,VI,024060,F442,MONTEBELLO VICENTINO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,60297,1
1096,VI,024067,F675,MONTICELLO CONTE OTTO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,1096,1
58503,TV,026074,I124,SAN POLO DI PIAVE,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,58503,1
51971,BL,025003,A206,ALLEGHE,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,51971,1
52168,VI,024064,F514,MONTEGALDA,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,52168,1
52229,VI,024033,C949,CONCO,1900-01-01,2019-02-20,2000-05-12,58123,VICENZA,52229,1
52358,VE,027039,I965,STRA,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,52358,1
51588,VE,027032,H735,SALZANO,1900-01-01,2005-11-17,2005-11-18,7051,VENEZIA,51588,1
51718,RO,029024,D788,FRATTA POLESINE,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,51718,1
51784,VI,024092,H863,SAN GERMANO DEI BERICI,1900-01-01,2017-03-21,2017-05-17,58123,VICENZA,51784,1
55367,PD,028033,C812,CODEVIGO,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,55367,1
55430,PD,028002,A075,AGNA,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,55430,1
54918,VR,023004,A374,ARCOLE,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,54918,1
54981,TV,026006,B349,CAERANO DI SAN MARCO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,54981,1
54408,BL,025060,L040,TAMBRE,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,54408,1
52999,BL,025045,H938,SAN GREGORIO NELLE ALPI,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,52999,1
53060,BL,025014,C872,COLLE SANTA LUCIA,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,53060,1
52488,PD,028075,H893,SAN GIORGIO DELLE PERTICHE,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,52488,1
52548,VI,024099,I527,SCHIAVON,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,52548,1
54150,BL,025025,E113,GOSALDO,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,54150,1
50185,VE,027017,D748,FOSSO',1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,50185,1
50311,VR,023076,I109,SAN PIETRO IN CARIANO,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,50311,1
50312,PD,028102,L937,VILLA ESTENSE,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,50312,1
50313,RO,029009,B578,CANARO,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,50313,1
50374,TV,026078,I435,SARMEDE,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,50374,1
50500,VE,027021,E980,MARTELLAGO,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,50500,1
50565,RO,029044,H996,SAN MARTINO DI VENEZZE,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,50565,1
50631,RO,029013,C215,CASTELNOVO BARIANO,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,50631,1
49994,VI,024042,D882,GALLIO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,49994,1
50055,VI,024011,A627,BARBARANO VICENTINO,1900-01-01,2018-02-16,2000-05-12,58123,VICENZA,50055,1
57224,VE,027002,B493,CAMPAGNA LUPIA,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,57224,1
57350,VR,023061,H048,PRESSANA,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,57350,1
57418,VR,023030,D118,COSTERMANO SUL GARDA,1900-01-01,4712-12-31,2017-06-22,15178,VERONA,57418,1
57419,TV,026063,H022,PREGANZIOL,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,57419,1
52740,VI,024103,I879,SOVIZZO,1900-01-01,2024-01-21,2000-05-12,58123,VICENZA,52740,1
49350,TV,026036,E692,LORIA,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,49350,1
49351,VE,027041,L267,TORRE DI MOSTO,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,49351,1
49352,PD,028091,L199,TOMBOLO,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,49352,1
48648,PD,028052,F092,MEGLIADINO SAN VITALE,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,48648,1
48708,PD,028021,B589,CANDIANA,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,48708,1
44933,VI,024111,L551,VALDAGNO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,44933,1
12036,TV,026005,B128,BREDA DI PIAVE,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,12036,1
8326,VE,027027,F963,NOVENTA DI PIAVE,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,8326,1
8455,RO,029019,D161,CRESPINO,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,8455,1
8518,VI,024087,H556,ROSA',1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,8518,1
8644,VE,027031,H117,QUARTO D'ALTINO,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,8644,1
6084,PD,028086,I595,SELVAZZANO DENTRO,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,6084,1
6153,VE,027005,B642,CAORLE,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,6153,1
5444,PD,028016,B345,CADONEGHE,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,5444,1
10886,VI,024113,L624,VALLI DEL PASUBIO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,10886,1
10055,VI,024039,D407,ENEGO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,10055,1
10056,BL,025044,H379,ROCCA PIETORE,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,10056,1
10115,BL,025013,C672,CIBIANA DI CADORE,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,10115,1
10311,VI,024074,F964,NOVENTA VICENTINA,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,10311,1
9543,PD,028074,H705,SALETTO,1900-01-01,2018-02-16,2000-05-12,49995,PADOVA,9543,1
9604,VI,024098,I430,SAREGO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,9604,1
9796,VI,024102,I867,SOSSANO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,9796,1
13061,VR,023014,B154,BRENZONE,1900-01-01,2014-02-21,2000-05-12,15178,VERONA,13061,1
13062,TV,026047,F725,MORGANO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,13062,1
8137,VI,024052,E682,LONIGO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,8137,1
8200,VI,024021,B485,CAMISANO VICENTINO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,8200,1
7432,TV,026077,I417,SAN ZENONE DEGLI EZZELINI,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,7432,1
7557,VE,027020,E936,MARCON,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,7557,1
7558,PD,028069,G855,PONTE SAN NICOLO',1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,7558,1
7621,RO,029043,H768,SAN BELLINO,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,7621,1
7688,RO,029012,C207,CASTELMASSA,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,7688,1
5386,PD,028047,E709,LOZZO ATESTINO,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,5386,1
4617,PD,028040,D889,GALZIGNANO TERME,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,4617,1
4810,VR,023081,I775,SOAVE,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,4810,1
4877,VR,023049,F461,MONTECCHIA DI CROSARA,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,4877,1
35206,VI,024034,D020,CORNEDO VICENTINO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,35206,1
34565,VE,027033,H823,SAN DONA' DI PIAVE,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,34565,1
34695,RO,029025,D855,GAIBA,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,34695,1
34759,VI,024093,I047,SAN NAZARIO,1900-01-01,2019-01-30,2000-05-12,58123,VICENZA,34759,1
39944,VR,023090,L722,VELO VERONESE,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,39944,1
40009,VR,023058,G481,PESCANTINA,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,40009,1
40010,TV,026092,M089,VITTORIO VENETO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,40010,1
39304,VR,023020,C041,CASTAGNARO,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,39304,1
39305,TV,026053,G123,ORSAGO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,39305,1
39364,TV,026022,C992,CORDIGNANO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,39364,1
57477,TV,026032,E021,GIAVERA DEL MONTELLO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,57477,1
57541,PD,028055,F382,MONSELICE,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,57541,1
57033,VR,023057,G365,PASTRENGO,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,57033,1
57034,TV,026091,M048,VILLORBA,1900-01-01,2006-01-14,2006-01-15,24075,TREVISO,57034,1
57093,VR,023026,C538,CERRO VERONESE,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,57093,1
57094,TV,026059,G875,PONZANO VENETO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,57094,1
57157,TV,026028,D674,FONTANELLE,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,57157,1
57158,PD,028083,I319,SANT'ELENA,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,57158,1
56388,TV,026021,C957,CONEGLIANO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,56388,1
56454,PD,028044,E515,LEGNARO,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,56454,1
56517,PD,028013,B031,BORGORICCO,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,56517,1
56649,VR,023085,L136,TERRAZZO,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,56649,1
56712,TV,026087,L565,VALDOBBIADENE,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,56712,1
55945,VR,023046,E911,MARANO DI VALPOLICELLA,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,55945,1
55946,TV,026080,I635,SERNAGLIA DELLA BATTAGLIA,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,55946,1
56005,VR,023015,B296,BUSSOLENGO,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,56005,1
56006,TV,026048,F729,MORIAGO DELLA BATTAGLIA,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,56006,1
56069,TV,026017,C689,CIMADOLMO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,56069,1
56201,PD,028009,A613,BAONE,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,56201,1
56263,VR,023050,F508,MONTEFORTE D'ALPONE,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,56263,1
56328,TV,026052,G115,ORMELLE,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,56328,1
55176,BL,025067,M124,VOLTAGO AGORDINO,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,55176,1
55240,BL,025036,G404,PEDAVENA,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,55240,1
55241,TV,026041,F088,MEDUNA DI LIVENZA,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,55241,1
55299,TV,026010,B965,CASIER,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,55299,1
11975,VR,023003,A292,ANGIARI,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,11975,1
12232,BL,025066,M108,VODO CADORE,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,12232,1
11141,BL,025055,I626,SEREN DEL GRAPPA,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,11141,1
11206,BL,025024,D726,FORNO DI ZOLDO,1900-01-01,2016-11-15,2000-05-12,41099,BELLUNO,11206,1
7752,VI,024080,G931,POSINA,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,7752,1
4168,BL,025039,G642,PIEVE DI CADORE,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,4168,1
4169,TV,026044,F332,MONASTIER DI TREVISO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,4169,1
4227,TV,026013,C190,CASTELLO DI GODEGO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,4227,1
4296,PD,028036,D226,CURTAROLO,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,4296,1
4359,PD,028005,A434,ARQUA' PETRARCA,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,4359,1
1928,BL,025048,I206,SANTA GIUSTINA,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,1928,1
1989,VI,024110,L433,TRISSINO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,1989,1
1990,BL,025017,D247,DANTA DI CADORE,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,1990,1
60428,VE,027044,M308,CAVALLINO TREPORTI,1999-04-02,4712-12-31,2001-12-24,7051,VENEZIA,60428,1
60430,PD,028106,M300,DUE CARRARE_ERRATO,2003-05-29,2003-05-28,2003-06-10,49995,PADOVA,60430,1
60429,PD,028104,X979,VILLANOVA DI CAMPOSAMPIERO_ERRATO,2003-05-28,2003-05-28,2003-06-10,49995,PADOVA,60429,1
60432,RO,029052,G926,PORTO VIRO,1929-02-01,1938-02-10,2003-06-04,32970,ROVIGO,60432,1
60433,RO,029020,D337,DONADA,1900-01-01,1929-01-31,2003-06-04,32970,ROVIGO,60433,1
60434,RO,029016,C967,CONTARINA,1900-01-01,1929-01-31,2003-06-04,32970,ROVIGO,60434,1
60443,VE,027032,H735,SALZANO,2005-11-18,4712-12-31,2005-11-18,7051,VENEZIA,60443,1
60444,TV,026091,M048,VILLORBA,2006-01-15,4712-12-31,2006-01-15,24075,TREVISO,60444,1
60445,VI,024069,F768,MOSSANO,2006-02-07,2018-02-16,2006-02-07,58123,VICENZA,60445,1
60446,TV,026060,G909,PORTOBUFFOLE',2006-02-06,4712-12-31,2006-02-06,24075,TREVISO,60446,1
60447,TV,026054,G221,PADERNO DEL GRAPPA,2006-02-08,2019-01-30,2006-02-08,24075,TREVISO,60447,1
60492,BL,025070,M332,QUERO VAS,2013-12-28,2024-01-21,,41099,BELLUNO,60492,1
60493,VR,023014,B154,BRENZONE SUL GARDA,2014-02-22,4712-12-31,,15178,VERONA,60493,1
60494,BL,025071,M342,LONGARONE,2014-02-22,4712-12-31,,41099,BELLUNO,60494,1
60514,BL,025072,M375,ALPAGO,2016-02-23,4712-12-31,,41099,BELLUNO,60514,1
60515,BL,025073,M374,VAL DI ZOLDO,2016-02-23,4712-12-31,,41099,BELLUNO,60515,1
3846,VR,023007,A737,BELFIORE,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,3846,1
3909,TV,026009,B879,CASALE SUL SILE,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,3909,1
4105,VR,023042,E489,LAVAGNO,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,4105,1
4167,VR,023011,B073,BOSCO CHIESANUOVA,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,4167,1
3335,BL,025063,L590,VALLE DI CADORE,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,3335,1
3398,BL,025032,E687,LORENZAGO DI CADORE,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,3398,1
3015,BL,025059,L030,TAIBON AGORDINO,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,3015,1
3081,VI,024121,M194,ZOVENCEDO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,3081,1
3082,BL,025028,C562,LENTIAI,1900-01-01,2019-01-30,2000-05-12,41099,BELLUNO,3082,1
3140,TV,026002,A360,ARCADE,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,3140,1
